29/12/2016 	14,87 	14,52 	14,88 	0,09 	0,61 	18.090.600
28/12/2016 	14,78 	14,36 	14,81 	0,37 	2,57 	18.979.900
27/12/2016 	14,41 	14,26 	14,55 	-0,01 	-0,07 	14.949.200
26/12/2016 	14,42 	14,27 	14,45 	0,18 	1,26 	5.734.300
23/12/2016 	14,24 	14,01 	14,35 	0,23 	1,64 	21.776.900
22/12/2016 	14,01 	14,01 	14,46 	-0,33 	-2,30 	42.240.500
21/12/2016 	14,34 	14,04 	14,48 	-0,01 	-0,07 	32.856.800
20/12/2016 	14,35 	14,10 	14,59 	-0,01 	-0,07 	31.810.000
19/12/2016 	14,36 	14,35 	14,89 	-0,40 	-2,71 	39.128.600
16/12/2016 	14,76 	14,76 	15,14 	-0,09 	-0,61 	37.876.200
15/12/2016 	14,85 	14,33 	14,91 	0,11 	0,75 	43.338.800
14/12/2016 	14,74 	14,74 	15,47 	-0,71 	-4,60 	44.215.700
13/12/2016 	15,45 	15,38 	15,69 	-0,15 	-0,96 	33.455.000
9/12/2016 	15,58 	15,52 	15,90 	-0,12 	-0,76 	37.161.200
8/12/2016 	15,70 	15,52 	16,00 	-0,16 	-1,01 	41.104.800
7/12/2016 	15,86 	15,77 	16,33 	-0,29 	-1,80 	50.247.400
6/12/2016 	16,15 	15,74 	16,20 	0,49 	3,13 	63.916.700
5/12/2016 	15,66 	15,55 	16,09 	-0,17 	-1,07 	47.586.500
2/12/2016 	15,83 	14,75 	15,91 	0,39 	2,53 	58.381.500
1/12/2016 	15,44 	15,33 	16,35 	-0,56 	-3,50 	66.775.400
30/11/2016 	16,00 	15,61 	16,19 	1,34 	9,14 	82.547.300
29/11/2016 	14,66 	14,59 	15,38 	-0,80 	-5,17 	54.075.900
28/11/2016 	15,46 	15,20 	15,56 	0,16 	1,05 	38.747.500
25/11/2016 	15,30 	15,05 	15,52 	-0,28 	-1,80 	47.630.600
24/11/2016 	15,58 	15,58 	15,90 	-0,27 	-1,70 	14.725.000
23/11/2016 	15,85 	15,53 	15,99 	-0,08 	-0,50 	42.490.100
22/11/2016 	15,93 	15,25 	16,08 	0,35 	2,25 	58.636.100
21/11/2016 	15,58 	14,88 	15,58 	1,06 	7,30 	59.122.000
18/11/2016 	14,52 	14,21 	14,69 	0,23 	1,61 	55.041.300
17/11/2016 	14,29 	14,29 	15,32 	-0,45 	-3,05 	51.535.300
16/11/2016 	14,74 	14,18 	14,96 	0,74 	5,29 	77.406.600
14/11/2016 	14,00 	13,33 	14,18 	-0,01 	-0,07 	86.623.000
11/11/2016 	14,01 	13,94 	15,46 	-1,49 	-9,61 	129.811.400
10/11/2016 	15,50 	15,50 	17,18 	-1,15 	-6,91 	94.683.900
9/11/2016 	16,65 	15,81 	17,10 	-0,39 	-2,29 	111.417.100
8/11/2016 	17,04 	16,73 	17,48 	-0,17 	-0,99 	56.241.000
7/11/2016 	17,21 	16,71 	17,21 	1,22 	7,63 	51.625.300
4/11/2016 	15,99 	15,91 	16,58 	-0,14 	-0,87 	61.347.700
3/11/2016 	16,13 	16,13 	17,03 	-0,73 	-4,33 	56.998.700
1/11/2016 	16,86 	16,56 	17,88 	-0,83 	-4,69 	68.718.800
31/10/2016 	17,69 	17,61 	18,17 	-0,40 	-2,21 	42.059.100
28/10/2016 	18,09 	17,95 	18,29 	0,00 	0,00 	37.689.700
27/10/2016 	18,09 	18,09 	18,49 	-0,01 	-0,06 	43.645.900
26/10/2016 	18,10 	17,61 	18,25 	0,10 	0,56 	51.424.400
25/10/2016 	18,00 	17,71 	18,29 	-0,20 	-1,10 	57.674.100
24/10/2016 	18,20 	18,00 	18,43 	0,25 	1,39 	51.678.900
21/10/2016 	17,95 	17,48 	18,09 	0,21 	1,18 	47.961.800
20/10/2016 	17,74 	17,22 	17,74 	0,12 	0,68 	62.901.500
19/10/2016 	17,62 	17,34 	17,79 	0,20 	1,15 	65.212.400
