30/12/2014 	21,91 	21,88 	22,61 	-0,20 	-0,90 	4.134.300
29/12/2014 	22,11 	21,70 	22,25 	0,43 	1,98 	2.274.100
26/12/2014 	21,68 	21,68 	22,41 	-0,54 	-2,43 	2.417.400
23/12/2014 	22,22 	21,05 	22,30 	0,85 	3,98 	4.238.500
22/12/2014 	21,37 	21,15 	22,01 	-0,20 	-0,93 	6.315.200
19/12/2014 	21,57 	20,03 	21,57 	1,61 	8,07 	5.166.100
18/12/2014 	19,96 	19,45 	20,03 	0,25 	1,27 	9.448.900
17/12/2014 	19,71 	19,34 	19,85 	0,36 	1,86 	15.000.100
16/12/2014 	19,35 	18,20 	19,62 	0,66 	3,53 	12.351.500
15/12/2014 	18,69 	18,54 	19,36 	-0,22 	-1,16 	8.698.800
12/12/2014 	18,91 	18,91 	19,69 	-0,46 	-2,37 	5.595.500
11/12/2014 	19,37 	19,13 	19,94 	-0,56 	-2,81 	6.276.600
10/12/2014 	19,93 	19,93 	20,82 	-0,77 	-3,72 	4.695.700
9/12/2014 	20,70 	20,29 	21,08 	-0,48 	-2,27 	7.290.400
8/12/2014 	21,18 	21,01 	21,86 	-0,70 	-3,20 	6.437.100
5/12/2014 	21,88 	21,40 	22,04 	0,21 	0,97 	6.340.100
4/12/2014 	21,67 	21,41 	22,01 	-0,28 	-1,28 	7.856.700
3/12/2014 	21,95 	21,62 	22,20 	0,30 	1,39 	5.156.800
2/12/2014 	21,65 	21,65 	22,74 	-0,57 	-2,57 	6.145.800
1/12/2014 	22,22 	22,09 	23,03 	-1,08 	-4,64 	7.728.900
28/11/2014 	23,30 	23,04 	23,65 	0,32 	1,39 	4.754.200
27/11/2014 	22,98 	22,98 	23,74 	-0,06 	-0,26 	2.129.700
26/11/2014 	23,04 	23,04 	24,05 	-0,92 	-3,84 	5.151.500
25/11/2014 	23,96 	23,56 	23,96 	0,26 	1,10 	4.874.900
24/11/2014 	23,70 	23,47 	24,13 	0,11 	0,47 	5.451.000
21/11/2014 	23,59 	22,76 	24,10 	1,43 	6,45 	21.586.000
19/11/2014 	22,16 	21,67 	22,25 	0,13 	0,59 	8.042.000
18/11/2014 	22,03 	22,01 	22,89 	-0,90 	-3,92 	6.002.700
17/11/2014 	22,93 	22,75 	23,18 	-0,07 	-0,30 	3.821.100
14/11/2014 	23,00 	22,06 	23,10 	0,54 	2,40 	6.490.200
13/11/2014 	22,46 	22,45 	22,84 	-0,06 	-0,27 	4.026.100
12/11/2014 	22,52 	22,50 	23,05 	-0,05 	-0,22 	7.710.400
11/11/2014 	22,57 	22,28 	23,05 	-0,73 	-3,13 	5.322.800
10/11/2014 	23,30 	23,30 	24,50 	-0,72 	-3,00 	2.938.500
7/11/2014 	24,02 	23,66 	24,35 	0,37 	1,56 	3.619.400
6/11/2014 	23,65 	23,31 	23,88 	-0,35 	-1,46 	5.024.700
5/11/2014 	24,00 	23,46 	24,28 	-0,11 	-0,46 	5.417.700
4/11/2014 	24,11 	23,80 	24,83 	-0,79 	-3,17 	4.722.900
3/11/2014 	24,90 	24,31 	24,90 	-0,10 	-0,40 	6.395.800
31/10/2014 	25,00 	23,81 	25,00 	1,30 	5,49 	5.294.600
30/10/2014 	23,70 	23,50 	24,10 	-1,06 	-4,28 	5.587.900
29/10/2014 	24,76 	24,76 	26,32 	-1,38 	-5,28 	10.757.500
28/10/2014 	26,14 	25,93 	26,77 	-0,21 	-0,80 	7.251.000
27/10/2014 	26,35 	26,19 	27,00 	-1,10 	-4,01 	10.214.700
24/10/2014 	27,45 	26,89 	28,08 	0,20 	0,73 	7.047.000
23/10/2014 	27,25 	26,30 	27,59 	0,49 	1,83 	6.845.600
22/10/2014 	26,76 	26,41 	27,03 	0,00 	0,00 	4.046.800
21/10/2014 	26,76 	25,92 	26,94 	0,41 	1,56 	7.346.500
20/10/2014 	26,35 	26,07 	26,63 	-0,27 	-1,01 	3.525.600
17/10/2014 	26,62 	26,18 	27,08 	0,14 	0,53 	6.817.000
16/10/2014 	27,38 	26,69 	27,81 	-0,92 	-3,25 	8.161.300
15/10/2014 	28,30 	27,44 	28,37 	-0,01 	-0,04 	6.206.500
14/10/2014 	28,31 	27,59 	28,74 	0,82 	2,98 	4.728.800
13/10/2014 	27,49 	27,04 	28,12 	1,24 	4,72 	6.318.400
10/10/2014 	26,25 	26,25 	26,91 	-0,65 	-2,42 	3.759.700
9/10/2014 	26,90 	0,00 	0,00 	-0,47 	-1,72 	6.315.700
8/10/2014 	27,37 	27,13 	27,79 	-0,03 	-0,11 	5.308.800
7/10/2014 	27,40 	27,26 	27,83 	0,06 	0,22 	6.606.600
6/10/2014 	27,34 	27,22 	28,14 	0,14 	0,51 	8.357.800
3/10/2014 	27,20 	26,86 	27,66 	-0,41 	-1,48 	4.397.600
2/10/2014 	27,61 	26,62 	27,84 	0,78 	2,91 	5.268.100
1/10/2014 	26,83 	26,60 	27,51 	-0,02 	-0,07 	5.330.000
30/09/2014 	26,85 	26,25 	27,47 	0,31 	1,17 	6.595.800
29/09/2014 	26,54 	26,14 	26,99 	-0,43 	-1,59 	6.024.500
26/09/2014 	26,97 	26,97 	27,56 	-0,38 	-1,39 	6.909.600
25/09/2014 	27,35 	27,04 	27,60 	-0,29 	-1,05 	4.236.400
24/09/2014 	27,64 	27,55 	28,05 	0,09 	0,33 	6.303.500
23/09/2014 	27,55 	27,29 	27,71 	0,27 	0,99 	4.587.500
22/09/2014 	27,28 	26,96 	27,85 	-1,04 	-3,67 	8.637.500
19/09/2014 	28,32 	28,32 	29,07 	-0,77 	-2,65 	6.870.700
18/09/2014 	29,09 	28,85 	29,51 	0,03 	0,10 	4.923.600
17/09/2014 	29,06 	28,89 	29,50 	-0,09 	-0,31 	3.672.100
16/09/2014 	29,15 	28,81 	29,57 	0,04 	0,14 	4.510.400
15/09/2014 	29,11 	28,78 	29,24 	0,49 	1,71 	3.318.900
